enter_time,complete_time
1610169013892926,1610169013950022
1610169013893419,1610169014005657
1610169013893511,1610169014061027
1610169013893598,1610169014116640
1610169013893684,1610169014172201
1610169013893787,1610169014227860
1610169013893887,1610169014283645
1610169013894027,1610169014339781
1610169013894187,1610169014395557
1610169013894336,1610169014451241
1610169013894469,1610169014507113
1610169013894597,1610169014562679
1610169013894746,1610169014618281
1610169013894894,1610169014674138
1610169013895041,1610169014729638
1610169013895153,1610169014785822
1610169013895513,1610169014841821
1610169013895699,1610169014897513
1610169013895840,1610169014952984
1610169013895976,1610169015009381
1610169013896114,1610169015064977
1610169013896249,1610169015120578
1610169013896383,1610169015176207
1610169013896512,1610169015232097
1610169013896651,1610169015287693
1610169013896780,1610169015343223
1610169014896952,1610169015399345
1610169014897095,1610169015454892
1610169014897220,1610169015510825
1610169014897344,1610169015566804
1610169014897483,1610169015622576
1610169014897575,1610169015678376
1610169014897661,1610169015734079
1610169014897781,1610169015789737
1610169014897905,1610169015845255
1610169014898023,1610169015900554
1610169014898147,1610169015956216
1610169014898264,1610169016011959
1610169014898387,1610169016067629
1610169014898514,1610169016123452
1610169014898660,1610169016178925
1610169014898789,1610169016234727
1610169014898929,1610169016290132
1610169014899055,1610169016345978
1610169014899153,1610169016401238
1610169014899281,1610169016457029
1610169015899492,1610169016512968
1610169015899655,1610169016568309
1610169015899784,1610169016623902
1610169015899922,1610169016679716
1610169015900054,1610169016735606
1610169015900182,1610169016841192
1610169015900309,1610169016896846
1610169015900436,1610169016952494
1610169015900561,1610169017008189
1610169015900665,1610169017064005
1610169015900785,1610169017119494
1610169015900912,1610169017175050
1610169015901032,1610169017230870
1610169015901157,1610169017286694
1610169015901276,1610169017342262
1610169015901402,1610169017397919
1610169015901521,1610169017453620
1610169015901654,1610169017509272
1610169015901783,1610169017565024
1610169015901918,1610169017628945
1610169015902043,1610169017684648
1610169016902249,1610169017741813
1610169016902386,1610169017797254
1610169016902517,1610169017853287
1610169016902637,1610169017909018
1610169016902775,1610169017964592
1610169016902902,1610169018020179
1610169016903031,1610169018075814
1610169016903154,1610169018131376
1610169016903283,1610169018187030
1610169016903404,1610169018277827
1610169016903531,1610169018333353
1610169016903651,1610169018440922
1610169016903777,1610169018496580
1610169016903897,1610169018551934
1610169016904029,1610169018607701
1610169016904150,1610169018663207
1610169016904277,1610169018718684
1610169016904406,1610169018774068
1610169016904541,1610169018829482
1610169016904671,1610169018885089
1610169016904805,1610169018940745
1610169016904947,1610169018996565
1610169016905082,1610169019052163
1610169016905217,1610169019107818
1610169016905358,1610169019163567
1610169016905484,1610169019219166
1610169016905621,1610169019274825
1610169016905753,1610169019330570
1610169016905893,1610169019386057
1610169016906020,1610169019441472
1610169016906161,1610169019497301
1610169016906300,1610169019552929
1610169016906442,1610169019608262
1610169016906573,1610169019663904
1610169016906713,1610169019719533
1610169016906844,1610169019775206
1610169016906976,1610169019831000
1610169016907108,1610169019886699
1610169016907275,1610169019942327
1610169016907404,1610169019998041
1610169016907539,1610169020053548
1610169016907683,1610169020108935
1610169016907815,1610169020164579
1610169016907949,1610169020220038
1610169016908088,1610169020275847
1610169016908222,1610169020331657
1610169016908358,1610169020387250
1610169016908497,1610169020442933
1610169016908632,1610169020498962
1610169016908761,1610169020554354
1610169016908903,1610169020610106
1610169016909037,1610169020665882
1610169016909172,1610169020721429
1610169016909311,1610169020777172
1610169016909444,1610169020832448
1610169016909576,1610169020887930
1610169016909710,1610169020943611
1610169016909844,1610169020999187
1610169016909974,1610169021054896
1610169016910104,1610169021110357
1610169016910243,1610169021166091
1610169016910376,1610169021221689
1610169016910507,1610169021277149
1610169016910642,1610169021332742
1610169016910769,1610169021388275
1610169016910896,1610169021443826
1610169016911032,1610169021499991
1610169016911162,1610169021555731
1610169016911295,1610169021612000
1610169016911437,1610169021667755
1610169016911565,1610169021723190
1610169016911699,1610169021831382
1610169016911834,1610169021886781
1610169016911963,1610169021942427
1610169016912088,1610169021997820
1610169016912217,1610169022053343
1610169016912351,1610169022108884
1610169016912470,1610169022164427
1610169016912588,1610169022220286
1610169016912708,1610169022275892
1610169016912817,1610169022331275
1610169017913010,1610169022388471
1610169017913171,1610169022444142
1610169017913300,1610169022499684
1610169017913428,1610169022555381
1610169017913555,1610169022610747
1610169017913682,1610169022666363
1610169017913809,1610169022721671
1610169017913935,1610169022777507
1610169017914066,1610169022833080
1610169017914194,1610169022888712
1610169017914319,1610169022944565
1610169017914446,1610169023000419
1610169017914572,1610169023055989
1610169017914698,1610169023111556
1610169017914823,1610169023167297
1610169017914949,1610169023222698
1610169017915089,1610169023278251
1610169017915237,1610169023333919
1610169017915373,1610169023389509
1610169017915502,1610169023445111
1610169017915643,1610169023500971
1610169017915780,1610169023556370
1610169017915913,1610169023611987
1610169017916042,1610169023667812
1610169018916242,1610169023723661
1610169018916383,1610169023809442
1610169018916515,1610169023865026
1610169018916637,1610169023920642
1610169018916766,1610169023976428
1610169018916890,1610169024032282
1610169018917016,1610169024087929
1610169018917139,1610169024143587
1610169018917266,1610169024199438
1610169018917389,1610169024255335
1610169018917516,1610169024310804
1610169018917637,1610169024366199
1610169018917764,1610169024422326
1610169018917885,1610169024477933
1610169018918020,1610169024533425
1610169018918151,1610169024588931
1610169018918291,1610169024644593
1610169018918430,1610169024700028
1610169018918569,1610169024755553
1610169018918701,1610169024811186
1610169018918841,1610169024867086
1610169018918970,1610169024922443
1610169018919105,1610169024977824
1610169018919261,1610169025033497
1610169018919394,1610169025089043
1610169018919526,1610169025144637
1610169018919667,1610169025200292
1610169018919805,1610169025256092
1610169018919948,1610169025311722
1610169018920076,1610169025367573
1610169018920211,1610169025423400
1610169018920348,1610169025479184
1610169018920481,1610169025534918
1610169018920617,1610169025590578
1610169018920749,1610169025646256
1610169018920885,1610169025701691
1610169018921020,1610169025757287
1610169018921152,1610169025813043
1610169018921287,1610169025868756
1610169018921421,1610169025961159
1610169018921550,1610169026016855
1610169018921687,1610169026072859
1610169018921817,1610169026128663
1610169018921954,1610169026184197
1610169020922165,1610169026239716
1610169020922317,1610169026295551
1610169020922442,1610169026351196
1610169020922565,1610169026406992
1610169020922687,1610169026462620
1610169020922810,1610169026518307
1610169020922932,1610169026574042
1610169020923055,1610169026629863
1610169020923180,1610169026685355
1610169020923302,1610169026740730
1610169020923423,1610169026796338
1610169020923544,1610169026852071
1610169020923664,1610169026907722
1610169020923785,1610169026963425
1610169020923905,1610169027018960
1610169020924026,1610169027074450
1610169020924148,1610169027129935
1610169020924270,1610169027186055
1610169020924391,1610169027241797
1610169020924500,1610169027297399
1610169020924606,1610169027352989
1610169020924712,1610169027408717
1610169020924819,1610169027464254
1610169020924926,1610169027520119
1610169020925032,1610169027575659
1610169020925138,1610169027631216
1610169020925243,1610169027686904
1610169020925348,1610169027742576
1610169020925453,1610169027798237
1610169020925560,1610169027853976
1610169020925665,1610169027909788
1610169020925769,1610169027966019
1610169020925881,1610169028026525
1610169020925997,1610169028082116
1610169020926117,1610169028137783
1610169020926236,1610169028193403
1610169020926358,1610169028248976
1610169020926478,1610169028304480
1610169020926593,1610169028360424
1610169020926706,1610169028415950
1610169020926832,1610169028471653
1610169020926946,1610169028527418
1610169020927061,1610169028583426
1610169020927184,1610169028670685
1610169020927303,1610169028726374
1610169020927427,1610169028782148
1610169020927540,1610169028837761
1610169020927661,1610169028893344
1610169020927777,1610169028948945
1610169020927896,1610169029004442
1610169020928007,1610169029059865
1610169022928217,1610169029116974
1610169022928377,1610169029172809
1610169022928510,1610169029228468
1610169022928640,1610169029284202
1610169022928770,1610169029339968
1610169022928898,1610169029395768
1610169022929028,1610169029451532
1610169022929158,1610169029507336
1610169022929287,1610169029563228
1610169022929417,1610169029618958
1610169023929626,1610169029674586
1610169023929781,1610169029730146
1610169023929914,1610169029785520
1610169023930039,1610169029841532
1610169023930164,1610169029897253
1610169023930288,1610169029952832
1610169023930411,1610169030008482
1610169024930582,1610169030064026
1610169024930726,1610169030119996
1610169024930858,1610169030175633
1610169024930987,1610169030231273
1610169024931132,1610169030314514
1610169024931264,1610169030370187
1610169024931394,1610169030425724
1610169024931525,1610169030481321
1610169024931656,1610169030536951
1610169024931787,1610169030592621
1610169024931918,1610169030648197
1610169024932048,1610169030703839
1610169024932178,1610169030759683
1610169024932308,1610169030815389
1610169024932439,1610169030870752
1610169024932569,1610169030926456
1610169024932699,1610169030982092
1610169024932823,1610169031038391
1610169024932946,1610169031117457
1610169024933069,1610169031173311
1610169024933193,1610169031229249
1610169024933316,1610169031285296
1610169025933541,1610169031340922
1610169025933712,1610169031396661
1610169025933846,1610169031452271
1610169025933980,1610169031508026
1610169025934112,1610169031563826
1610169025934245,1610169031619296
1610169025934378,1610169031674823
1610169025934511,1610169031730537
1610169025934644,1610169031786126
1610169025934775,1610169031841632
1610169025934907,1610169031897205
1610169025935036,1610169031952777
1610169025935169,1610169032008348
1610169025935301,1610169032063847
1610169025935432,1610169032119541
1610169025935565,1610169032175180
1610169025935700,1610169032230961
1610169025935845,1610169032286908
1610169025935975,1610169032342722
1610169025936102,1610169032398509
1610169025936228,1610169032454081
1610169025936354,1610169032509672
1610169025936478,1610169032565450
1610169025936603,1610169032621218
1610169025936729,1610169032689973
1610169025936855,1610169032745611
1610169025936982,1610169032801130
1610169025937108,1610169032856706
1610169025937234,1610169032912345
1610169025937359,1610169032967916
1610169025937488,1610169033023505
1610169025937613,1610169033079000
1610169025937741,1610169033134670
1610169025937866,1610169033190302
1610169025937994,1610169033245938
1610169025938107,1610169033301578
1610169025938227,1610169033357193
1610169025938347,1610169033412819
1610169025938468,1610169033469555
1610169025938589,1610169033525593
1610169025938718,1610169033581352
1610169025938839,1610169033637029
1610169025938957,1610169033692799
1610169025939078,1610169033748827
1610169025939171,1610169033804358
1610169025939299,1610169033859936
1610169025939421,1610169033915465
1610169025939536,1610169033971240
1610169025939658,1610169034026862
1610169025939783,1610169034082583
1610169025939901,1610169034138218
1610169025940022,1610169034193909
1610169025940147,1610169034249572
1610169025940265,1610169034305552
1610169025940391,1610169034361262
1610169025940507,1610169034417091
1610169026940700,1610169034472887
1610169026940841,1610169034528657
1610169026940969,1610169034616349
1610169026941095,1610169034672196
1610169026941223,1610169034728278
1610169026941348,1610169034784116
1610169027941552,1610169034839723
1610169027941706,1610169034895523
1610169027941833,1610169034951150
1610169027941959,1610169035006839
1610169027942083,1610169035062679
1610169027942210,1610169035118273
1610169027942333,1610169035174174
1610169028942530,1610169035229748
1610169028942669,1610169035285364
1610169028942798,1610169035341052
1610169028942925,1610169035396738
1610169028943052,1610169035452519
1610169028943180,1610169035508391
1610169030943365,1610169035565054
1610169030943526,1610169035620483
1610169030943663,1610169035676403
1610169030943797,1610169035732198
1610169030943931,1610169035787860
1610169030944064,1610169035843747
1610169030944198,1610169035899835
1610169030944331,1610169035955423
1610169030944463,1610169036011070
1610169030944595,1610169036066665
1610169030944729,1610169036122492
1610169030944861,1610169036178124
1610169030944993,1610169036233464
1610169031945234,1610169036289367
1610169032945459,1610169036345040
1610169032945600,1610169036400735
1610169032945730,1610169036456437
1610169032945859,1610169036512092
1610169032945986,1610169036567856
1610169032946114,1610169036623641
1610169032946242,1610169036679086
1610169032946382,1610169036734743
1610169032946513,1610169036790452
1610169033946746,1610169036846434
1610169033946925,1610169036902357
1610169033947059,1610169036958137
1610169033947192,1610169037013948
1610169033947323,1610169037069639
1610169033947453,1610169037125604
1610169033947583,1610169037181436
1610169033947712,1610169037236996
1610169034947899,1610169037292638
1610169034948064,1610169037348287
1610169034948197,1610169037404379
1610169034948326,1610169037460028
1610169034948456,1610169037516255
1610169034948627,1610169037572062
1610169034948771,1610169037627540
1610169034948902,1610169037683460
1610169034949032,1610169037739135
1610169034949161,1610169037794579
1610169034949291,1610169037850071
1610169034949422,1610169037905547
1610169034949554,1610169037961326
1610169034949683,1610169038017272
1610169035949902,1610169038073717
1610169035950071,1610169038129499
1610169035950210,1610169038185162
1610169035950347,1610169038240720
1610169035950484,1610169038296335
1610169035950620,1610169038352039
1610169035950756,1610169038407597
1610169035950891,1610169038463474
1610169035951026,1610169038519193
1610169035951164,1610169038575181
1610169035951302,1610169038630945
1610169035951440,1610169038687102
1610169035951576,1610169038742922
1610169035951714,1610169038798963
1610169035951852,1610169038855026
1610169035951990,1610169038910778
1610169035952123,1610169038966563
1610169035952256,1610169039022345
1610169035952386,1610169039078042
1610169035952520,1610169039134418
1610169035952651,1610169039190503
1610169035952782,1610169039246293
1610169035952912,1610169039346624
1610169035953043,1610169039402570
1610169035953174,1610169039458219
1610169035953303,1610169039514344
1610169035953433,1610169039570281
1610169035953563,1610169039626119
1610169035953693,1610169039682115
1610169035953822,1610169039737904
1610169035953953,1610169039793881
1610169035954082,1610169039849810
1610169035954213,1610169039905465
1610169035954344,1610169039961201
1610169035954474,1610169040017187
1610169035954602,1610169040072872
1610169035954732,1610169040128712
1610169035954863,1610169040184565
1610169035954993,1610169040240219
1610169035955136,1610169040296148
1610169035955270,1610169040352002
1610169035955422,1610169040407990
1610169035955552,1610169040464048
1610169035955681,1610169040520181
1610169035955812,1610169040576107
1610169035955943,1610169040631860
1610169035956074,1610169040687953
1610169035956202,1610169040743934
1610169035956333,1610169040799906
1610169035956463,1610169040855797
1610169035956595,1610169040912021
1610169035956728,1610169040967900
1610169035956859,1610169041023793
1610169035956990,1610169041079734
1610169035957120,1610169041135801
1610169038957356,1610169041192194
1610169038957522,1610169041248076
1610169038957659,1610169041304179
1610169038957793,1610169041360104
1610169038957931,1610169041416026
1610169038958065,1610169041504631
1610169038958200,1610169041560581
1610169039958417,1610169041616410
1610169040958626,1610169041672296
1610169040958771,1610169041728014
1610169040958903,1610169041783981
1610169040959035,1610169041839897
1610169040959175,1610169041895804
1610169040959306,1610169041951875
1610169040959438,1610169042007818
1610169040959567,1610169042063584
1610169040959697,1610169042119854
1610169040959826,1610169042175922
1610169040959958,1610169042231937
1610169040960089,1610169042287933
1610169040960221,1610169042343900
1610169040960352,1610169042399994
1610169040960483,1610169042490782
1610169040960616,1610169042546622
1610169040960746,1610169042602644
1610169040960875,1610169042668100
1610169040961004,1610169042724200
1610169040961134,1610169042806023
1610169040961264,1610169042862269
1610169040961394,1610169042918001
1610169040961526,1610169042973993
1610169040961664,1610169043029850
1610169040961799,1610169043085663
1610169040961930,1610169043141514
1610169040962060,1610169043197431
1610169041962284,1610169043253776
1610169041962468,1610169043309452
1610169041962610,1610169043365509
1610169041962749,1610169043421362
1610169041962889,1610169043477380
1610169041963028,1610169043533627
1610169041963171,1610169043589760
1610169041963312,1610169043645741
1610169041963452,1610169043701727
1610169041963594,1610169043757656
1610169041963735,1610169043813770
1610169041963876,1610169043869753
1610169041964017,1610169043925654
1610169041964158,1610169043981462
1610169041964300,1610169044037561
1610169041964443,1610169044131197
1610169042964677,1610169044187404
1610169042964836,1610169044243362
1610169042964983,1610169044299358
1610169042965123,1610169044355294
1610169042965263,1610169044411253
1610169043965489,1610169044467288
1610169043965665,1610169044523316
1610169043965806,1610169044579073
1610169043965947,1610169044635051
1610169043966085,1610169044691064
1610169049966324,1610169050023052
1610169049966519,1610169050079171
1610169049966656,1610169050138775
1610169049966797,1610169050198132
1610169050967000,1610169051026651
1610169050967160,1610169051086440
1610169050967299,1610169051145911
1610169050967462,1610169051205543
1610169050967634,1610169051264945
1610169050967802,1610169051324445
1610169050967974,1610169051383960
1610169050968131,1610169051443403
1610169050968270,1610169051503072
1610169050968409,1610169051562798
1610169050968550,1610169051622168
1610169050968687,1610169051681568
1610169050968826,1610169051740870
1610169050968964,1610169051800630
1610169050969102,1610169051859987
1610169050969240,1610169051919374
1610169050969379,1610169051978654
1610169050969519,1610169052037943
1610169050969657,1610169052097213
1610169050969796,1610169052156576
1610169050969935,1610169052216442
1610169050970072,1610169052275940
1610169050970210,1610169052335256
1610169050970347,1610169052394880
1610169050970485,1610169052454462
1610169050970633,1610169052514131
1610169050970772,1610169052573615
1610169050970909,1610169052632845
1610169050971052,1610169052692427
1610169051971251,1610169052752145
1610169051971424,1610169052811334
1610169051971568,1610169052870582
1610169051971712,1610169052929918
1610169051971853,1610169053043089
1610169051971997,1610169053120329
1610169051972142,1610169053179781
1610169051972285,1610169053239052
1610169051972427,1610169053298394
1610169051972569,1610169053357924
1610169051972712,1610169053417234
1610169051972854,1610169053477353
1610169052973086,1610169053537776
1610169052973238,1610169053597223
1610169052973377,1610169053656511
1610169052973516,1610169053762007
1610169052973655,1610169053821622
1610169052973793,1610169053881026
1610169052973931,1610169053940384
1610169052974072,1610169053999757
1610169052974211,1610169054059001
1610169052974349,1610169054118439
1610169052974486,1610169054177666
1610169052974625,1610169054237034
1610169052974763,1610169054296532
1610169052974901,1610169054356035
1610169052975041,1610169054415473
1610169052975183,1610169054474837
1610169052975324,1610169054534205
1610169052975464,1610169054593713
1610169052975604,1610169054652857
1610169052975744,1610169054712312
1610169052975887,1610169054771639
1610169052976028,1610169054830956
1610169052976168,1610169054890663
1610169052976309,1610169054950412
1610169052976451,1610169055009722
1610169052976593,1610169055068952
1610169052976736,1610169055128193
1610169052976876,1610169055187715
1610169052977015,1610169055247194
1610169052977156,1610169055306773
1610169052977299,1610169055366166
1610169052977441,1610169055425548
1610169052977586,1610169055485230
1610169052977735,1610169055546484
1610169052977864,1610169055606071
1610169052977990,1610169055665794
1610169052978116,1610169055725329
1610169052978241,1610169055784814
1610169052978369,1610169055848014
1610169052978496,1610169055911217
1610169052978621,1610169055974697
1610169052978746,1610169056037811
1610169052978871,1610169056100973
1610169052978999,1610169056164262
1610169052979137,1610169056227669
1610169052979282,1610169056290811
1610169053979492,1610169056354552
1610169053979673,1610169056417638
1610169053979827,1610169056481092
1610169053979978,1610169056544540
1610169053980127,1610169056608018
1610169053980278,1610169056671062
1610169053980430,1610169056734227
1610169055980624,1610169056797263
1610169055980813,1610169056860455
1610169055980967,1610169056923582
1610169055981118,1610169056986599
1610169055981268,1610169057049944
1610169055981448,1610169057113017
1610169055981617,1610169057176310
1610169055981776,1610169057239533
1610169055981929,1610169057302668
1610169055982083,1610169057365823
1610169055982244,1610169057428810
1610169055982398,1610169057491999
1610169055982554,1610169057555354
1610169055982713,1610169057618439
1610169055982868,1610169057690346
1610169055983024,1610169057753746
1610169055983180,1610169057817003
1610169055983332,1610169057880232
1610169055983494,1610169057943334
1610169055983665,1610169058006462
1610169055983841,1610169058069574
1610169055984011,1610169058132734
1610169055984182,1610169058196271
1610169055984345,1610169058259495
1610169055984519,1610169058322679
1610169056984743,1610169058386328
1610169056984913,1610169058449624
1610169056985071,1610169058512956
1610169056985226,1610169058576083
1610169056985381,1610169058639510
1610169056985539,1610169058702791
1610169056985699,1610169058765907
1610169057985940,1610169058829202
1610169057986128,1610169058892599
1610169057986283,1610169058955890
1610169057986436,1610169059019436
1610169057986589,1610169059082757
1610169057986742,1610169059145936
1610169057986895,1610169059209145
1610169057987048,1610169059278878
1610169057987229,1610169059342052
1610169057987397,1610169059405278
1610169057987567,1610169059468424
1610169057987737,1610169059531920
1610169057987910,1610169059595428
1610169058988137,1610169059658765
1610169058988313,1610169059721962
